ID,title,regexp,description 
986,,"^\s*((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)\,?\s+((?:(?:\d+(?:\x20+\w+\.?)+(?:(?:\x20+STREET|ST|DRIVE|DR|AVENUE|AVE|ROAD|RD|LOOP|COURT|CT|CIRCLE|LANE|LN|BOULEVARD|BLVD)\.?)?)|(?:(?:P\.\x20?O\.|P\x20?O)\x20*Box\x20+\d+)|(?:General\x20+Delivery)|(?:C[\\\/]O\x20+(?:\w+\x20*)+))\,?\x20*(?:(?:(?:APT|BLDG|DEPT|FL|HNGR|LOT|PIER|RM|S(?:LIP|PC|T(?:E|OP))|TRLR|UNIT|\x23)\.?\x20*(?:[a-zA-Z0-9\-]+))|(?:BSMT|FRNT|LBBY|LOWR|OFC|PH|REAR|SIDE|UPPR))?)?\,?\s+((?:[A-Za-z]+\x20*)+)\,\s+(A[LKSZRAP]|C[AOT]|D[EC]|F[LM]|G[AU]|HI|I[ADLN]|K[SY]|LA|M[ADEHINOPST]|N[CDEHJMVY]|O[HKR]|P[ARW]|RI|S[CD]|T[NX]|UT|V[AIT]|W[AIVY])\s+(\d+(?:-\d+)?)\s*$","Based on a regular expression from Michael Ash, this captures US street addresses and mailing addresses, single or multi-line (multi-line is more reliable), and breaks them into discrete parts for address line 1 and 2, city, state, and postal code.  This expression is not perfect - with the interpreter I am using, some addresses refuse to match correctly.  It should however work for most addresses, particularly when lines are delimited with carriage returns, tabs, or some other whitespace line delimiter that is not a space (\x20).  Note: For improved compatibility, this expression does not use named groups.
**Output** 
\1 = Address 1,
\2 = Address 2,
\3 = City,
\4 = State,
\5 = Postal Code"
988,,"^[ \w]{3,}([A-Za-z]\.)?([ \w]*\#\d+)?(\r\n| )[ \w]{3,},\x20[A-Za-z]{2}\x20\d{5}(-\d{4})?$","This is a simple expression to check a US street address entered on either one or two lines.  Being short it does not check that the road qualifer is &quot;valid&quot; (eg. drive, avenue, etc), but it does allow for the extended zip code.  A word of warning, the multiline mode can be picky about ending the first line with extra space."
989,,"^[\.\w&#230;&#248;&#229;-]+@([a-z&#230;&#248;&#229;0-9]+([\.-]{0,1}[a-z&#230;&#248;&#229;0-9]+|[a-z&#230;&#248;&#229;0-9]?))+\.[a-z]{2,6}$","Well it pretty much accepts all kinds of users, about the domain i didn't write it special for any TLD so there's no length defined, ohh and it accepts some IDN stuff"
991,,^((0[1-9])|(1[0-2]))$,"Matches month, requires that months 1-9 have a leading 0"
992,,"^\s*-?(\d*\.)?([0-2])?[0-9]:([0-5])?[0-9]:([0-5])?[0-9](\.[0-9]{1,7})?\s*$","This should be the pattern described in the documentation for the .NET TimeSpan.Parse method - generally parses time spans.
From the .NET docs:

public static TimeSpan Parse(string s);

The s parameter contains a specification of the form:

[ws][-][d.]hh:mm:ss[.ff][ws]

Items in square brackets ([ and ]) are optional, colons and periods (: and .) are literal characters, and other items are as follows.

Item Description 
ws optional white space 
&quot;-&quot; optional minus sign indicating a negative time 
&quot;d&quot; optional days 
&quot;hh&quot; hours, ranging from 0 to 23 
&quot;mm&quot; minutes, ranging from 0 to 59 
&quot;ss&quot; seconds, ranging from 0 to 59 
&quot;ff&quot; optional fractional seconds, from 1 to 7 decimal digits 
"
993,,^(1|2|3)((\d{2}((0[13578]|1[02])(0[1-9]|[12]\d|3[01])|(0[13456789]|1[012])(0[1-9]|[12]\d|30)|02(0[1-9]|1\d|2[0-8])))|([02468][048]|[13579][26])0229)(\d{5})$,This pattern matches a Valid Civil ID Number in Kuwait.
994,,"^([1-9]{0,1})([0-9]{1})(\.[0-9])?$","Matches numbers 0 through 99.9 
Allows only one preceding zero and does not require the decimal point"
995,,^(eth[0-9]$)|(^eth[0-9]:[1-9]$),regex to validate unix device names (linux). useful for scripts using ifconfig or stuff
996,,^\.([rR]([aA][rR]|\d{2})|(\d{3})?)$,"RAR file extensions.
Works also with '*.part01.rar' given '.rar' to be the file extension.
Does not support volumes exceed 101 for s## (r99, s00, s01, ...) serie."
997,,^(X(-|\.)?0?\d{7}(-|\.)?[A-Z]|[A-Z](-|\.)?\d{7}(-|\.)?[0-9A-Z]|\d{8}(-|\.)?[A-Z])$,"Matches Spanish CIF, NIF and NIE formats. Recognises separation of letters with the hyphen or period.

Format CIF: [1 letter][7 numbers][1 number or letter]
Format NIF: [8 numbers][1 letter]
Format NIE: X[possible 0][7 numbers][1 letter]

Note that this expression does not check for the validity of the NIF/CIF/NIE... there are some control characters in there and I don't know how they work.

Generally I always strip out any non-alphanumeric characters (hyphens, periods, etc.) and convert to upper case before checking validity and before saving to data storage.

Please post improvements or errors if you find them!"
998,,"^([A-Z|a-z]{2}\s{1}\d{2}\s{1}[A-Z|a-z]{1,2}\s{1}\d{1,4})?([A-Z|a-z]{3}\s{1}\d{1,4})?$",It validates Indian Vehicle Registration Number
999,,([0-9]+\.[0-9]*)|([0-9]*\.[0-9]+)|([0-9]+),This is just a very simple matcher for real numbers.
1000,,"^((([0-9A-Fa-f]{1,4}:){7}[0-9A-Fa-f]{1,4})|(([0-9A-Fa-f]{1,4}:){6}:[0-9A-Fa-f]{1,4})|(([0-9A-Fa-f]{1,4}:){5}:([0-9A-Fa-f]{1,4}:)?[0-9A-Fa-f]{1,4})|(([0-9A-Fa-f]{1,4}:){4}:([0-9A-Fa-f]{1,4}:){0,2}[0-9A-Fa-f]{1,4})|(([0-9A-Fa-f]{1,4}:){3}:([0-9A-Fa-f]{1,4}:){0,3}[0-9A-Fa-f]{1,4})|(([0-9A-Fa-f]{1,4}:){2}:([0-9A-Fa-f]{1,4}:){0,4}[0-9A-Fa-f]{1,4})|(([0-9A-Fa-f]{1,4}:){6}((\b((25[0-5])|(1\d{2})|(2[0-4]\d)|(\d{1,2}))\b)\.){3}(\b((25[0-5])|(1\d{2})|(2[0-4]\d)|(\d{1,2}))\b))|(([0-9A-Fa-f]{1,4}:){0,5}:((\b((25[0-5])|(1\d{2})|(2[0-4]\d)|(\d{1,2}))\b)\.){3}(\b((25[0-5])|(1\d{2})|(2[0-4]\d)|(\d{1,2}))\b))|(::([0-9A-Fa-f]{1,4}:){0,5}((\b((25[0-5])|(1\d{2})|(2[0-4]\d)|(\d{1,2}))\b)\.){3}(\b((25[0-5])|(1\d{2})|(2[0-4]\d)|(\d{1,2}))\b))|([0-9A-Fa-f]{1,4}::([0-9A-Fa-f]{1,4}:){0,5}[0-9A-Fa-f]{1,4})|(::([0-9A-Fa-f]{1,4}:){0,6}[0-9A-Fa-f]{1,4})|(([0-9A-Fa-f]{1,4}:){1,7}:))$","Matches full and compressed IPv6 addresses as defined in RFC 2373 (http://www.faqs.org/rfcs/rfc2373.html). No useful captures.
Various implementations require different terminators. (i.e. ^-$ or \b-\b)"
1001,,[1-9][0-9],DDD Brasileiro no Formato de 2 digitos n&#227;o &#233; aceito zero na primeira casa
1002,,"(^([1-3]{1}[0-9]{0,}(\.[0-9]{1})?|0(\.[0-9]{1})?|[4]{1}[0-9]{0,}(\.[0]{1})?|5(\.[5]{1}))$)",GPA (Grade Point Average) expression.  Validates the standars 0.0 thru 4.0 and also accepts 5.5 -- which I use as unknown.
1003,,"^(\$|)([1-9]+\d{0,2}(\,\d{3})*|([1-9]+\d*))(\.\d{2})?$","By combining the contributions from Bri Gipson and Michael Ash in this site.  I have come up with this RE to exclude the zero dollar amounts such as $0.00, 0.00, 0, etc."
1004,,"(((ht|f)tp(s?):\/\/)|(www\.[^ \[\]\(\)\n\r\t]+)|(([012]?[0-9]{1,2}\.){3}[012]?[0-9]{1,2})\/)([^ \[\]\(\),;&quot;'&lt;&gt;\n\r\t]+)([^\. \[\]\(\),;&quot;'&lt;&gt;\n\r\t])|(([012]?[0-9]{1,2}\.){3}[012]?[0-9]{1,2})","v2
A general purpose expresion to find url's (improved).
Add heads to first part, example:
((imap:|(ht|f)tp(s?):\/\/)|(www\.
to find url's like imap://www.com/, so ip's. No ipv6 (yet)"
1005,,"^(\$|)([1-9]\d{0,2}(\,\d{3})*|([1-9]\d*))(\.\d{2})?$","Combine Michael Ash's US Dollar amount and Bri Gipson's eliminating zero input to create this RE to accept Optional leading dollar sign, optional well-formed comma separator dollar amount with no zero amount allowed.

*** Correction: Remove the &quot;+&quot; otherwise it will incorrectly matches 4 leading digits like 1234,345,678.00 03-03-2005
"
1006,,^((Fred|Wilma)\s+Flintstone|(Barney|Betty)\s+Rubble)$,Match the full names of the four main characters of The Flintstones.
1007,,"^(([a-zA-Z0-9_\-\.]+)@([a-zA-Z0-9_\-\.]+)\.([a-zA-Z]{2,5}){1,25})+([;.](([a-zA-Z0-9_\-\.]+)@([a-zA-Z0-9_\-\.]+)\.([a-zA-Z]{2,5}){1,25})+)*$",this will accept multiple email ids separated only by semi-colons (anyway u can change it).
1008,,(\b)(\w+(\b|\n|\s)){3},"This script attempts to return phrases from a string (Example above looks for {3} word phrases)  Combine this with some .Net code, you can display most popular X word phrases in a string.

-If anyone can help me count &quot;Phrase and Phrase as 2 instances of Phrase please contact me"
1009,,"(^\([0]\d{2}\))(\d{6,7}$)",Validator for New Zealand Mobile phone numbers. Will look for the first number being a 0 and must be a number or either 6 or 7 digits long after to initial (021) suffix
1010,,^([1-9]|1[0-2]|0[1-9]){1}(:[0-5][0-9][aApP][mM]){1}$,"Very simple expression to validate time on a 12 hour clock, this expression is valid for client-side script validations (RegularExpressionValidator - ASP.NET)."
1012,,"^([0-9a-zA-Z]+[-._+&amp;])*[0-9a-zA-Z]+@([-0-9a-zA-Z]+[.])+[a-zA-Z]{2,6}$","A short and sweet email address validator. Checks that the username starts and ends with an alphanumeric character, allows a few non-repeating 'special characters' (namely -, ., _, +, &amp;) and checks for a sensible domain name (2-6 character TLD required). Some unconventional, yet technically valid, addresses will not be matched, but this is only a simple expression ;-)"
1013,,^[0-9]*(\.)?[0-9]+$,it will check for the +ve decimal numbers
1014,,^[a-zA-Z0-9]+$,it will check for alphanumeric (Alpha Numeric) values.
1015,,[1-9]+\d*$,Match numbers
1018,,\{CHBLOCK\:(.*?\}),Litle regexp for my portal engie. Only cut the {CHBLOCK:'modulename'} item
1019,,^(((0[1-9]|[12]\d|3[01])\/(0[13578]|1[02])\/((19|[2-9]\d)\d{2}))|((0[1-9]|[12]\d|30)\/(0[13456789]|1[012])\/((19|[2-9]\d)\d{2}))|((0[1-9]|1\d|2[0-8])\/02\/((19|[2-9]\d)\d{2}))|(29\/02\/((1[6-9]|[2-9]\d)(0[48]|[2468][048]|[13579][26])|((16|[2468][048]|[3579][26])00))))$,"dd/MM/yyyy with leap years 100% integrated Valid years : from 1900 to 9999.
As usual, many tests have been made.

This was requested by a user :
http://www.regexlib.com/REDetails.aspx?regexp_id=409"
1020,,"(?i)(pharmacy)|((p(.{1,3})?h(.{1,3})?a(.{1,3})?r(.{1,3)?m(.{1,3})?a(.{1,3})?c(.{1,3})?y))",AntiSpam: matches variations on the word &quot;pharmacy&quot;
1021,,^[a-z]+([a-z0-9-]*[a-z0-9]+)?(\.([a-z]+([a-z0-9-]*[a-z0-9]+)?)+)*$,"A simple regex which should validate a domain name according to RFC 1035 

updated to match domain names with hyphens"
1023,,"\w{5,255}",This is User Name &amp; Password validation expression. It does not allow blank spaces as well as special characters like $#%@&amp;*(){}+
1024,,&lt;a\s*.*?href\s*=\s*['&quot;](?!http:\/\/).*?&gt;(.*?)&lt;\/a&gt;,"Finds all local links, but doesnt match on external links. 
Use replace with $1 to leave the link text but remove the link."
1025,,"(0[1-9]|[12][0-9]|3[01])\s(J(anuary|uly)|Ma(rch|y)|August|(Octo|Decem)ber)\s[1-9][0-9]{3}|
(0[1-9]|[12][0-9]|30)\s(April|June|(Sept|Nov)ember)\s[1-9][0-9]{3}|
(0[1-9]|1[0-9]|2[0-8])\sFebruary\s[1-9][0-9]{3}|
29\sFebruary\s((0[48]|[2468][048]|[13579][26])00|[0-9]{2}(0[48]|[2468][048]|[13579][26]))","Verifies all valid Gregorian dates of the form DD MONTH YY, taking days/month and leap years into account."
1026,,\b((?:0[1-46-9]\d{3})|(?:[1-357-9]\d{4})|(?:[4][0-24-9]\d{3})|(?:[6][013-9]\d{3}))\b,"This is my attempt to find out valid german postal codes (PLZ or Postleitzahlen).
After the German Unification the numbers were changed to a five digit system. The postal codes starts with the two digit &quot;Leitzahl&quot;. This is a number between 00 and 99 excluding the  not yet used numbers: 00, 05, 43 and 62! After that follows directly a three digit number, 000-999.
Comments welcome. This works for me, however I think it could be written more compact, but could not figure out how ;-)

For more information on german postal codes see:
http://de.wikipedia.org/wiki/Liste_der_Postleitbereiche_Deutschland
http://de.wikipedia.org/wiki/Postleitzahl_%28Deutschland%29
http://en.wikipedia.org/wiki/List_of_postal_codes_in_Germany"
1027,,"&lt;(\/{0,1})img(.*?)(\/{0,1})\&gt;",This regular expression allows you to match all image tags
1028,,(^[+]?\d*\.?\d*[1-9]+\d*$)|(^[+]?[1-9]+\d*\.\d*$),Accepts only positive decimal values. Zero and negative numbers are non-matching.Allows zeros after last non-zero numeric value after decimal place for significant digits
1029,,"\A([A-Za-z0-9'~`!@#$%&amp;^_+=\(\){},\-\[\]\;])+?([ A-Za-z0-9'~`
!@#$%&amp;^_+=\(\){},\-\[\];]|([.]))*?(?(3)(([ A-Za-z0-9'~`!@#$
%&amp;^_+=\(\){},\-\[\]\;]*?)([A-Za-z0-9'~`!@#$%&amp;^_+=\(\){},\-\[
\];])+\z)|(\z))",Used to match windows filenames.  Fails if there is leading or trailing spaces. Fails if the input contains /\:*?&quot;&lt;&gt;| . Fails if the input begins or ends with '.'
1030,,^(((((((0?[13578])|(1[02]))[\.\-/]?((0?[1-9])|([12]\d)|(3[01])))|(((0?[469])|(11))[\.\-/]?((0?[1-9])|([12]\d)|(30)))|((0?2)[\.\-/]?((0?[1-9])|(1\d)|(2[0-8]))))[\.\-/]?(((19)|(20))?([\d][\d]))))|((0?2)[\.\-/]?(29)[\.\-/]?(((19)|(20))?(([02468][048])|([13579][26])))))$,"Simple American date format mm-dd-yyyy or mm-dd-yy, no time. Date range is 1900 --&gt; 2099. Is enough for my purposes. Incorectly validates 02-29-1900. I created this to validate dates on a web form where the likely range will be 2000--&gt;2020. Seperators can be '.','/' or '-'
Anyone know the rules for operator precedence for regex syntax?"
1031,,^[^\\\/\?\*\&quot;\'\&gt;\&lt;\:\|]*$,Validation of a Folder Name. Excludes all forbidden characters
1032,,^([2-9]\d{3}((0[1-9]|1[012])(0[1-9]|1\d|2[0-8])|(0[13456789]|1[012])(29|30)|(0[13578]|1[02])31)|(([2-9]\d)(0[48]|[2468][048]|[13579][26])|(([2468][048]|[3579][26])00))0229)$,"yyyyMMdd with leap year validation, starting from year 2000 only.
The length of the expression is minimized, but still validates all entries.
If you want it with years like 1600 or separators, just ask :)"
1033,,^(\d{2}((0[1-9]|1[012])(0[1-9]|1\d|2[0-8])|(0[13456789]|1[012])(29|30)|(0[13578]|1[02])31)|([02468][048]|[13579][26])0229)$,"yyMMdd with leap years.
Minimized expression.
As we have only 2 numbers for the years, dates 1600, 2000, etc are still validated."
1034,,^([01]\d|2[0123])([0-5]\d){2}$,HHmmss without any separators. Hours in 24h format.
1036,,(^\d*\.?\d*[0-9]+\d*$)|(^[0-9]+\d*\.\d*$),This matches all positive decimal values. There was one here already which claimed to but would fail on value 0.00 which is positive AFAIK...
1038,,^(((0[1-9]|1[012])/(0[1-9]|1\d|2[0-8])|(0[13456789]|1[012])/(29|30)|(0[13578]|1[02])/31)/[2-9]\d{3}|02/29/(([2-9]\d)(0[48]|[2468][048]|[13579][26])|(([2468][048]|[3579][26])00)))$,"MM/dd/yyyy with 100% leap year validation starting from year 2000.

If this one doesn't fit your needs, just tell me.
Sorry for starting &quot;only&quot; from year 2000, this is so simple to change this, please ask if needed.
Enjoy"
1039,,"^\-?[0-9]{1,3}(\,[0-9]{3})*(\.[0-9]+)?$|^[0-9]+(\.[0-9]+)?$","Formatted Number with &quot;,&quot; as thousand separator and &quot;.&quot; as decimal separator. now accept numbers without separators of thousands."
1040,,wave/([A-Za-z0-9\s/\%\-_]+)(/)?,
1041,,"^0$|^[1-9][0-9]*$|^[1-9][0-9]{0,2}(,[0-9]{3})$","I need a pattern to match the whole number / integer (0-99999...), but also allow users to put comma in the thousand positions. 

This is what I got."
1042,,"\b([\d\w\.\/\+\-\?\:]*)((ht|f)tp(s|)\:\/\/|[\d\d\d|\d\d]\.[\d\d\d|\d\d]\.|www\.|\.tv|\.ac|\.com|\.edu|\.gov|\.int|\.mil|\.net|\.org|\.biz|\.info|\.name|\.pro|\.museum|\.co)([\d\w\.\/\%\+\-\=\&amp;\?\:\\\&quot;\'\,\|\~\;]*)\b",Url matching
1045,,[B-Db-dF-Hf-hJ-Nj-nP-Tp-tV-Xv-xZz],"This simple reg-ex accepts any consonant character.
(Temporarily excluded, since Y need to be checked for whether it's combined with another vowel)."
1046,,[AaEeIiOoUuYy],This simple reg-ex accepts any vowel letter.
1049,,"^(?=.*[1-9].*$)\d{0,7}(?:\.\d{0,9})?$","Allows up to seven digits to the left and up to nine digits to the right of an optional decimal place. 

Leading zeros on the left of the decimal are accepted.

Only positive values are accepted."
1050,,"^(\$)?(([1-9]\d{0,2}(\,\d{3})*)|([1-9]\d*)|(0))(\.\d{2})?$",Modified Joe Lynwood's to allow zero amounts.  Handles US Dollars including zero dollars.  
1051,,"((http\://|https\://|ftp\://)|(www.))+(([a-zA-Z0-9\.-]+\.[a-zA-Z]{2,4})|([0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}\.[0-9]{1,3}))(/[a-zA-Z0-9%:/-_\?\.'~]*)?","This RE matches the web links which begin http://, ftp://, https:// or www. 
You can edit this disadvantage easy..."
1052,Currency,"^\$( )*\d*(.\d{1,2})?$",Validates US currency but allows for spaces between the dollar sign and dollar amount. If there is cents the period validates to two decimal places
1053,,/\*.+?\*/,Searches for SQL comments within a T-SQL statement...
1054,,([^\=&]+)(?<!param1|param2|param3)\=([^\=&]+)(&)?,"this regex eleminates all parameters from a html querry e.g.

param1=hans&amp;param2=5&amp;badparam=5

so bad param will be deleted from the params given. its usefull to clean up urls from unwanted params you not allow befor using the query string for further issues."
1055,,"^([1-9]{1}(([0-9])?){2})+(,[0-9]{1}[0-9]{2})*$","Matchs comma delimited numbers. Easily changed to allow for other delimiters. (Edit &quot;,&quot;)
Does not allow a leading 0
Does not allow groups of numbers with less than 3 numbers, exculding the first group."
